Time	Channel Voltage	Channel Current	Channel LP1	Channel LP2
(us)	(V)	(V)	(V)	(V)

87.14799748	6.27091551	0.55296504	-4.58292341	-0.16378568
87.15199748	6.27091551	0.55296504	-4.59061241	-0.16409326
87.15599748	6.27091551	0.55296504	-4.59676409	-0.16440085
87.15999748	6.11035919	0.53715551	-4.60291576	-0.16470842
87.16399748	6.11035919	0.53715551	-4.60906744	-0.16501600
87.16799748	6.11035919	0.55296504	-4.61675692	-0.16532359
87.17199748	6.27091551	0.55296504	-4.62290859	-0.16578494
87.17599748	6.27091551	0.53715551	-4.62905979	-0.16609251
87.17999748	6.27091551	0.55296504	-4.63521147	-0.16640009
87.18399748	6.11035919	0.55296504	-4.64136314	-0.16670766
87.18799748	6.11035919	0.55296504	-4.64751482	-0.16701525
87.19199748	6.27091551	0.53715551	-4.65366650	-0.16732283
87.19599748	6.27091551	0.53715551	-4.66135597	-0.16778421
87.19999748	6.27091551	0.55296504	-4.66750717	-0.16809179
87.20399748	6.11035919	0.55296504	-4.67365885	-0.16824557
87.20799747	6.27091551	0.55296504	-4.67981052	-0.16855314
87.21199747	6.11035919	0.55296504	-4.68442392	-0.16886072
87.21599747	6.11035919	0.55296504	-4.69211388	-0.16916829
87.21999747	6.11035919	0.53715551	-4.69826508	-0.16947588
87.22399747	6.27091551	0.53715551	-4.70287895	-0.16978346
87.22799747	6.27091551	0.55296504	-4.70903015	-0.17009103
87.23199747	6.27091551	0.55296504	-4.71518230	-0.17039862
87.23599747	6.27091551	0.55296504	-4.72133350	-0.17055242
87.23999747	6.11035919	0.55296504	-4.72748518	-0.17085999
87.24399747	6.27091551	0.55296504	-4.73209906	-0.17116757
87.24799747	6.27091551	0.55296504	-4.73825026	-0.17147514
87.25199747	6.27091551	0.53715551	-4.74440193	-0.17178273
87.25599747	6.27091551	0.55296504	-4.74901581	-0.17209031
87.25999747	6.27091551	0.53715551	-4.75516748	-0.17224409
87.26399747	6.11035919	0.53715551	-4.76131868	-0.17255166
87.26799747	6.11035919	0.53715551	-4.76593256	-0.17285925
87.27199747	6.11035919	0.53715551	-4.77208424	-0.17301305
