57,-629,405,890,2571
58,-438,405,890,1804
59,-381,405,890,1502
60,-381,405,890,1502
61,-385,405,890,1490
62,-424,405,890,1731
63,-495,405,890,1987
64,-385,405,890,1492
65,-522,405,890,2090
66,-628,405,890,2575
67,-408,405,890,1606
68,-308,405,890,1172
69,-306,405,890,1152
70,-261,405,890,980
71,-352,405,890,1338
72,-632,405,890,2569
