Time	Channel A	Channel B
(us)	(V)	(mV)

-50.00799865	-0.48228347	3.95238662
-50.00399865	-0.48228347	0.00000000
-49.99999865	-0.48228347	0.00000000
-49.99599865	-0.48228347	0.00000000
-49.99199865	-0.48228347	0.00000000
-49.98799865	-0.48228347	0.00000000
-49.98399865	-0.48228347	0.00000000
-49.97999865	-0.48228347	0.00000000
-49.97599865	-0.48228347	0.00000000
-49.97199865	-0.48228347	0.00000000
-49.96799865	-0.48228347	0.00000000
-49.96399865	-0.48228347	0.00000000
-49.95999865	-0.48228347	0.00000000
-49.95599865	-0.48228347	0.00000000
-49.95199865	-0.48228347	0.00000000
-49.94799865	-0.48228347	0.00000000
-49.94399865	-0.48228347	3.95238662
-49.93999865	-0.48228347	0.00000000
-49.93599865	-0.48228347	0.00000000
-49.93199865	-0.48228347	0.00000000
-49.92799865	-0.48228347	0.00000000
-49.92399865	-0.48228347	0.00000000
-49.91999865	-0.48228347	0.00000000
-49.91599865	-0.48228347	0.00000000
-49.91199866	-0.48228347	0.00000000
-49.90799866	-0.48228347	0.00000000
-49.90399866	-0.48228347	0.00000000
-49.89999866	-0.48228347	0.00000000
-49.89599866	-0.48228347	0.00000000
-49.89199866	-0.48228347	0.00000000
-49.88799866	-0.48228347	0.00000000
-49.88399866	-0.48228347	0.00000000
-49.87999866	-0.48228347	3.95238662
-49.87599866	-0.48228347	0.00000000
-49.87199866	-0.48228347	0.00000000
-49.86799866	-0.48228347	0.00000000
-49.86399866	-0.48228347	0.00000000
-49.85999866	-0.48228347	-3.95238662
-49.85599866	-0.48228347	3.95238662
-49.85199866	-0.48228347	0.00000000
-49.84799866	-0.48228347	3.95238662
-49.84399866	-0.48228347	0.00000000
-49.83999866	-0.48228347	0.00000000
-49.83599866	-0.48228347	0.00000000
-49.83199866	-0.48228347	3.95238662
-49.82799866	-0.48228347	0.00000000
-49.82399866	-0.48228347	0.00000000
-49.81999866	-0.48228347	0.00000000
-49.81599866	-0.48228347	0.00000000
-49.81199866	-0.48228347	0.00000000
-49.80799866	-0.48228347	0.00000000
-49.80399866	-0.48228347	0.00000000
-49.79999866	-0.48228347	0.00000000
-49.79599866	-0.48228347	0.00000000
-49.79199866	-0.48228347	0.00000000
-49.78799866	-0.48228347	0.00000000
-49.78399866	-0.48228347	3.95238662
-49.77999866	-0.48228347	0.00000000
-49.77599866	-0.48228347	3.95238662
-49.77199866	-0.48228347	0.00000000
-49.76799866	-0.48228347	-3.95238662
-49.76399866	-0.48228347	0.00000000
-49.75999866	-0.48228347	0.00000000
-49.75599866	-0.48228347	0.00000000
-49.75199866	-0.48228347	0.00000000
-49.74799866	-0.48228347	0.00000000
-49.74399866	-0.48228347	0.00000000
-49.73999866	-0.48228347	0.00000000
-49.73599866	-0.48228347	0.00000000
-49.73199866	-0.48228347	0.00000000
-49.72799866	-0.48228347	0.00000000
-49.72399866	-0.48228347	0.00000000
-49.71999866	-0.48228347	0.00000000
-49.71599866	-0.48228347	0.00000000
